,ell0,ell1,ell2,ell-inf,redundancy,violation,ynn,success,avgtime
0,8.0,3.6174363426564264,3.176475524458572,1.0,7,0,0.886,1.0,34.63519934975997
1,6.0,1.6224668623927547,1.2405183915544884,1.0,0,0,,,
2,6.0,1.209769873816225,1.0163862296613957,1.0,0,0,,,
3,8.0,3.2843437181022774,3.03960650861199,1.0,0,0,,,
4,6.0,1.8959844701949216,1.5584569761430564,1.0,5,0,,,
5,6.0,2.0083316978489782,1.3961818819853653,1.0,2,0,,,
6,7.0,2.3233961219767325,2.0357561131528503,1.0,4,0,,,
7,8.0,3.3706196986385324,3.047569810888652,1.0,0,0,,,
8,8.0,3.4771031482607637,3.096798888966581,1.0,0,0,,,
9,7.0,2.800582227740403,2.2364065601464747,1.0,6,0,,,
10,6.0,1.5353649468386492,1.1960308024489046,1.0,0,0,,,
11,7.0,2.3844569127609945,2.0866930591544377,1.0,6,0,,,
12,8.0,3.804979082339922,3.3595855265934405,1.0,7,0,,,
13,7.0,2.5294416306402154,2.220006310910344,1.0,0,0,,,
14,6.0,1.5269868495152463,1.0907572302801727,1.0,5,0,,,
15,8.0,3.659949101871114,3.1599936336688565,1.0,7,0,,,
16,6.0,1.5592136649846335,1.0877738212426615,1.0,5,0,,,
17,5.0,0.6285624187491184,0.1598545767763103,0.34613024534303294,4,0,,,
18,6.0,2.0946932650411703,1.650685886111532,1.0,5,0,,,
19,6.0,1.8404119479834067,1.4439474749291032,1.0,0,0,,,
20,6.0,1.9915013279320635,1.802956676504345,1.0,5,0,,,
21,7.0,2.9911433967983547,2.6095495890633225,1.0,6,0,,,
22,7.0,2.7015248939449323,2.280483329595225,1.0,0,0,,,
23,7.0,2.8647606933974448,2.346474265759073,1.0,6,0,,,
24,8.0,3.1140614837342007,3.0042602065759723,1.0,0,0,,,
25,6.0,1.471390490508922,1.1490896791410474,1.0,0,0,,,
26,6.0,1.4828370450926982,1.0982680631440258,1.0,0,0,,,
27,6.0,1.3139496472079173,1.0388340839343169,1.0,0,0,,,
28,8.0,3.4803979216354555,3.1048576644236956,1.0,0,0,,,
29,8.0,3.708809269947841,3.3777574263464683,1.0,0,0,,,
30,7.0,2.3663474172990773,2.0808747184379692,1.0,0,0,,,
31,6.0,1.8687334955403256,1.279710724000741,1.0,5,0,,,
32,5.0,0.5926352770755016,0.15052046654852475,0.36151766367771976,4,0,,,
33,6.0,1.9816343836457535,1.5115510820976241,1.0,5,0,,,
34,9.0,4.3178373322908,4.059562224421922,1.0,0,0,,,
35,5.0,0.599267232944287,0.17625401631661106,0.3950872359963269,0,0,,,
36,8.0,3.6374529508235787,3.176822758139399,1.0,0,0,,,
37,7.0,2.7288652978818457,2.3849993268623546,1.0,6,0,,,
38,6.0,1.2734541031694542,1.0214575361089138,1.0,2,0,,,
