,ell0,ell1,ell2,ell-inf,redundancy,violation,ynn,success,avgtime
0,5.0,0.6312375889459898,0.11109079235804659,0.21212121212121215,2,1,0.938,1.0,13.849681615000003
1,8.0,3.1508434046670555,1.9138858858281838,1.0,6,1,,,
2,8.0,3.187509930842755,2.534116474916124,1.0,8,1,,,
3,5.0,1.1268882514016458,1.006439060688101,1.0,4,1,,,
4,6.0,0.9888196001158658,0.47751359740719485,0.6666666666666667,6,1,,,
5,6.0,0.7266503059054752,0.16141927270120024,0.3333333333333333,6,1,,,
6,5.0,1.1273579147492718,0.43673879389370246,0.5151515151515152,4,1,,,
7,6.0,0.6327854659904613,0.145565876312722,0.3333333333333333,5,1,,,
8,7.0,1.3389017097970486,0.42540312966498034,0.4285714285714286,6,1,,,
9,8.0,2.7163162288363303,1.5110958891436415,0.6666666666666667,6,1,,,
10,7.0,1.8007366271140635,0.8363756584399944,0.6666666666666666,6,1,,,
11,7.0,1.4622834772945095,0.720162989323725,0.6666666666666666,5,1,,,
12,5.0,1.2686497974865956,0.5698345347075034,0.6248477466504263,4,1,,,
13,5.0,0.49484746169218324,0.08958795442921477,0.23809523809523808,3,1,,,
14,8.0,1.8108725987017626,0.8421362548426342,0.6666666666666666,7,1,,,
15,6.0,2.112431235761991,1.3540918490628049,1.0,4,1,,,
16,7.0,1.5870768148174947,0.6745036468532088,0.6666666666666666,6,1,,,
17,5.0,0.5440625855448381,0.14497855835170825,0.3636363636363637,4,1,,,
18,7.0,2.261800537887536,1.3047257321312475,1.0,7,1,,,
19,9.0,2.7875693838527793,1.6330821581367947,1.0,9,1,,,
20,9.0,3.6490243522155166,3.1461872865481335,1.0,9,1,,,
21,7.0,2.3370570133084514,1.4957187752015284,1.0,7,1,,,
22,8.0,2.9160432791282758,1.8408013017764884,1.0,8,1,,,
23,8.0,2.554299952888305,1.6795739298593977,1.0,8,1,,,
24,6.0,1.244507309563627,0.39686359145783545,0.4407471987604741,5,1,,,
25,9.0,4.567041186109263,3.7585255807895166,1.0,9,1,,,
26,7.0,2.318439605043473,2.0322808450870884,1.0,7,1,,,
27,8.0,3.0333670837265663,2.3455974485345434,1.0,8,1,,,
28,8.0,3.295751769637357,2.5946780941756984,1.0,8,0,,,
29,8.0,4.335931135791373,3.6603580302964795,1.0,8,1,,,
30,7.0,3.5355759069209345,2.684502147999922,1.0,6,1,,,
31,8.0,3.1850855537965272,2.3875431517598407,1.0,8,1,,,
32,8.0,3.3578782512792196,2.1665390234058908,1.0,8,1,,,
33,7.0,2.4599044755360837,1.3536835963749025,0.6666666666666666,6,1,,,
34,8.0,4.295909718812258,3.5646815944675136,1.0,7,1,,,
35,8.0,2.7225749550418703,2.1543800589553896,1.0,8,1,,,
36,8.0,3.444400238818725,2.4617130089594403,1.0,8,1,,,
37,5.0,1.7418380154361441,0.9798143600428526,0.7767741513624329,4,1,,,
38,7.0,3.3645358753499908,2.7214829154813174,1.0,7,0,,,
39,7.0,2.313393310127063,1.4327228087229305,1.0,7,1,,,
40,8.0,2.9624139237165115,2.474227028622857,1.0,8,1,,,
41,8.0,2.954237580981687,2.248341606841793,1.0,8,1,,,
42,9.0,3.532546329233252,2.6535834894102113,1.0,9,1,,,
43,8.0,3.001852008869242,1.9029420893981128,1.0,8,1,,,
44,9.0,4.0634842794145705,3.4950372903266675,1.0,9,1,,,
45,7.0,3.3769520070612824,2.6658211853957883,1.0,7,1,,,
46,9.0,4.556576659628156,3.2684922503414366,1.0,9,1,,,
47,8.0,2.2902274340979734,1.0450065753136584,0.6666666666666666,8,1,,,
48,9.0,2.8496614898044004,1.8511289095054442,1.0,9,1,,,
49,9.0,3.457335596454853,2.5696333658520847,1.0,9,1,,,
50,8.0,3.3223950235668633,3.0488651747783377,1.0,8,1,,,
51,7.0,2.860425611720978,2.2377148277330328,1.0,7,1,,,
52,8.0,2.0442687608552306,1.3751744849723324,1.0,8,1,,,
53,8.0,2.6224174037970207,1.585366324601233,1.0,8,1,,,
54,9.0,3.330008865344916,2.592059021896029,1.0,9,1,,,
55,6.0,2.5987543098618566,2.1424095871646003,1.0,6,1,,,
56,9.0,3.6827362810466506,3.1502671257365447,1.0,9,1,,,
57,8.0,4.375210428344013,3.6840827870411403,1.0,8,1,,,
58,8.0,2.813232733241944,2.238326437549762,1.0,8,1,,,
59,8.0,2.7161655488017975,2.1533071172778446,1.0,8,1,,,
60,8.0,2.923258425298865,2.2487718306771582,1.0,8,1,,,
61,9.0,5.124754797431852,4.075608337822026,1.0,9,1,,,
62,9.0,3.668452906393602,2.72688506067652,1.0,9,1,,,
63,9.0,3.862106382756533,2.802136003625173,1.0,9,1,,,
64,9.0,3.3830858237423618,2.4090876012660187,1.0,9,1,,,
65,6.0,3.2692493283126187,2.721846539155652,1.0,6,1,,,
66,9.0,3.171736675058357,2.31389095985947,1.0,9,1,,,
67,6.0,1.3094614229367618,0.6113152010370644,0.6666666666666666,5,1,,,
68,7.0,2.769012328444149,2.218976173326895,1.0,7,1,,,
69,7.0,2.4654783801003974,2.064442364845753,1.0,7,1,,,
70,8.0,3.0354222750748385,2.1530495263698337,1.0,8,1,,,
71,9.0,3.394734095307931,2.6060677879580236,1.0,9,1,,,
72,6.0,2.627213063046017,2.232669993653647,1.0,6,1,,,
73,9.0,3.2875471008523247,2.578670474155622,1.0,9,1,,,
74,8.0,3.5070639019291745,2.565922826649992,1.0,8,1,,,
75,5.0,2.184612212683835,1.623281163734252,1.0,5,1,,,
76,8.0,2.826452945240713,2.1862851418043463,1.0,8,1,,,
77,8.0,3.113897746635513,2.0191402162305456,1.0,8,1,,,
78,7.0,3.181492589355639,2.8309957867678897,1.0,7,1,,,
