,ell0,ell1,ell2,ell-inf,redundancy,violation,ynn,success,avgtime
0,7.0,3.274540132735962,3.0594329504226274,1.0,0,0,0.8160000000000001,1.0,34.45716022912122
1,7.0,3.1317597225789715,3.016417501680745,1.0,0,0,,,
2,7.0,3.1427689696937264,3.014311160294386,1.0,0,0,,,
3,5.0,1.4782785807986925,1.1543380520896114,1.0,0,0,,,
4,6.0,2.185651227392814,2.0168485311381326,1.0,0,0,,,
5,7.0,2.45156501701389,2.0651675923350856,1.0,0,0,,,
6,6.0,2.375152908330841,2.0548563930985537,1.0,0,0,,,
7,6.0,2.095340356019059,2.003094649350752,1.0,0,0,,,
8,7.0,3.229361910618316,3.0280283905206615,1.0,0,0,,,
9,5.0,1.3258586972376698,1.0503949505118133,1.0,0,0,,,
10,7.0,3.312509204983039,3.0393779160332497,1.0,0,0,,,
11,5.0,1.3387225436619585,1.0392854528732296,1.0,0,0,,,
12,4.0,0.2823769795050235,0.04013061695899884,0.18846144177475743,0,0,,,
13,5.0,1.328773090902002,1.0640597870020474,1.0,3,0,,,
14,5.0,1.2529011717630487,1.034057897328684,1.0,0,0,,,
15,6.0,2.223426555108906,2.0217924617934,1.0,0,0,,,
16,6.0,2.6759919706412347,2.279646380404378,1.0,5,0,,,
17,6.0,2.362629622792707,2.095237567298354,1.0,0,0,,,
18,7.0,3.068777220175097,3.0022020553231594,1.0,0,0,,,
19,5.0,1.2184857374655806,1.027977978312768,1.0,0,0,,,
20,5.0,1.148135881698114,1.011399971202405,1.0,0,0,,,
21,7.0,2.2982163268142424,2.0234171204147344,1.0,0,0,,,
22,6.0,2.089041895689041,2.0042366139855665,1.0,0,0,,,
23,5.0,1.4325698991812237,1.0904040659063006,1.0,0,0,,,
24,4.0,0.23110783823603864,0.019822869562456363,0.10304042498270671,0,0,,,
25,5.0,1.3036036367544428,1.0499355484045572,1.0,2,0,,,
26,8.0,4.081168385513864,4.003726141287216,1.0,0,0,,,
27,4.0,0.5690347085690619,0.17480057730601017,0.3950872359963269,0,0,,,
28,7.0,3.4171704807253627,3.0620163194894596,1.0,0,0,,,
29,7.0,3.5598310535730664,3.170704310775904,1.0,0,0,,,
30,6.0,2.112042527160717,2.0049694803102103,1.0,0,0,,,
31,5.0,1.0858849413746425,1.0045288024410508,1.0,3,0,,,
32,6.0,2.3414743573044587,2.0435634796045257,1.0,0,0,,,
33,7.0,3.07950693219023,3.0031566716314106,1.0,0,0,,,
34,6.0,2.3550030764792877,2.064773545553754,1.0,0,0,,,
35,6.0,2.177345635619524,2.014543507610529,1.0,5,0,,,
36,4.0,0.1321924371698997,0.010897221700201727,0.10221186081568401,3,0,,,
37,5.0,1.2690257099073707,1.0449539660031248,1.0,4,0,,,
38,7.0,3.0440057616133265,3.0007294417598724,1.0,0,0,,,
39,7.0,3.04948880230254,3.000978038382429,1.0,6,0,,,
40,7.0,3.156028715037799,3.017518287033293,1.0,0,0,,,
41,6.0,2.1385352968802045,2.0086362491953738,1.0,0,0,,,
42,6.0,2.189863496294555,2.0278342140935015,1.0,0,0,,,
43,4.0,0.5419027566198432,0.19195709704102373,0.43067033976124885,0,0,,,
44,6.0,2.175691357503038,2.014174667008848,1.0,0,0,,,
45,7.0,3.4259483725824906,3.107730849274107,1.0,0,0,,,
46,5.0,1.143687454644529,1.0065115682195498,1.0,0,0,,,
47,6.0,2.3936012061579333,2.057939741185948,1.0,0,0,,,
48,7.0,2.825386897251495,2.2739682098134137,1.0,5,0,,,
49,6.0,1.297014627394801,1.037110030832127,1.0,4,0,,,
50,8.0,4.027500092207108,4.000307167072424,1.0,0,0,,,
51,7.0,3.2182902573325434,3.037167772609117,1.0,0,0,,,
52,6.0,2.207751837533832,2.027637206076372,1.0,0,0,,,
53,5.0,1.4374667357678923,1.0981565964126125,1.0,0,0,,,
54,6.0,2.1380260386675887,2.011796357978319,1.0,0,0,,,
55,7.0,3.0802235683865544,3.0028645487605656,1.0,0,0,,,
56,6.0,2.045695756905202,2.0010861777873554,1.0,0,0,,,
57,5.0,1.4586094262321565,1.1423812676527147,1.0,0,0,,,
58,4.0,0.26363012444754275,0.029687590665106914,0.13744698738565253,0,0,,,
59,6.0,2.399233280283907,2.0995366934373294,1.0,4,0,,,
60,7.0,3.0663194589519125,3.001512348407005,1.0,0,0,,,
61,5.0,1.3164674999778296,1.0642886733520989,1.0,0,0,,,
62,7.0,3.1615624087918737,3.021692128108919,1.0,0,0,,,
63,6.0,2.2188707085535513,2.0218544660836386,1.0,5,0,,,
64,5.0,1.113272498320433,1.0064155151650085,1.0,0,0,,,
65,7.0,3.034527225942611,3.000547556283017,1.0,0,0,,,
66,5.0,1.2715905605950384,1.024801411100687,1.0,0,0,,,
67,7.0,3.192500566591824,3.0362925273073227,1.0,0,0,,,
68,6.0,2.1244190735106003,2.0108264010196075,1.0,0,0,,,
69,7.0,3.0344406448635373,3.0004453635255417,1.0,0,0,,,
70,4.0,0.35293752729083727,0.06146136589856417,0.18781660892525487,0,0,,,
71,4.0,0.17497322257095108,0.021855837963645052,0.1462485814581112,0,0,,,
72,5.0,1.1561669184840586,1.0114707680062511,1.0,0,0,,,
73,7.0,3.082106755496071,3.0036212359283785,1.0,0,0,,,
74,7.0,3.035193860055871,3.0005148394292025,1.0,0,0,,,
75,6.0,2.2401030528499177,2.0295804060143166,1.0,0,0,,,
76,6.0,2.148230420658567,2.012039472895266,1.0,0,0,,,
77,8.0,4.057476484054408,4.0016273776284494,1.0,0,0,,,
78,6.0,2.144680213392235,2.0105750493725223,1.0,0,0,,,
79,7.0,3.5120618125398,3.1809930040209506,1.0,4,0,,,
80,5.0,1.1090551972102782,1.0060499337057667,1.0,0,0,,,
81,8.0,4.244391876270026,4.027432322446172,1.0,0,0,,,
82,6.0,2.34613569636702,2.0636375917012484,1.0,0,0,,,
83,7.0,2.321171563793068,2.036273526182959,1.0,7,0,,,
84,6.0,2.236771921721424,2.0216991156970683,1.0,0,0,,,
85,5.0,1.0967693965546144,1.0048958405059012,1.0,0,0,,,
86,7.0,3.32852088217876,3.047349959717474,1.0,0,0,,,
87,5.0,1.2863426538392968,1.071511448184353,1.0,0,0,,,
88,7.0,3.146884133268677,3.0188741810908195,1.0,0,0,,,
89,6.0,2.3524251585781086,2.0791787386440372,1.0,0,0,,,
90,7.0,3.1074723045710977,3.006928424819598,1.0,0,0,,,
91,6.0,2.100125288632111,2.003828502884973,1.0,5,0,,,
